REGIÃO;UF;DESTINATARIO;LOCALIDADE;ITEM;PROGRAMA DE SAÚDE;QUANTIDADE;STATUS;DATA DE ENTREGA
SUDESTE;MINAS GERAIS ;SMS;Belo Horizonte;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;28.500;ENTREGA REALIZADA;23/12/2020
SUL ;PARANÁ;SMS;Curitiba;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;100.000;ENTREGA REALIZADA;17/12/2020
SUL ;RIO GRANDE DO SUL ;SMS;Porto Alegre;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;48.000;ENTREGA REALIZADA;22/12/2020
SUL ;SANTA CATARINA;SMS;Florianópolis;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;8.000;ENTREGA REALIZADA;21/12/2020
NORDESTE;SERGIPE ;SMS;ARACAJÚ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA;23/12/2020
SUDESTE;ESPÍRITO SANTO ;SMS;Vitória;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;6.000;ENTREGA REALIZADA;21/12/2020
NORTE;ACRE ;SES;ACRE ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;7.000;ENTREGA REALIZADA;15/12/2020
NORDESTE;ALAGOAS;SES;ALAGOAS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA;10/12/2020
NORTE;AMAPA;SES;AMAPÁ ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.500;ENTREGA REALIZADA;16/12/2020
NORTE;AMAZONAS;SES;AMAZONAS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;35.000;ENTREGA REALIZADA;05/01/2021
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;7.000;ENTREGA REALIZADA;14/12/2020
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;35.000;ENTREGA REALIZADA;21/12/2020
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA;11/12/2020
NORDESTE;MARANHÃO ;SES;MARANHÃO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.000;ENTREGA REALIZADA;17/12/2020
CENTRO-OESTE;MATO GROSSO ;SES;MATO GROSSO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;20.000;ENTREGA REALIZADA;10/12/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;30.000;ENTREGA REALIZADA;15/12/2020
NORTE;PARÁ;SES;PARÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA;14/12/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;10.000;ENTREGA REALIZADA;21/12/2020
SUL ;PARANÁ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;60.000;ENTREGA REALIZADA;16/12/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA;15/12/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.000;ENTREGA REALIZADA;14/12/2020
NORDESTE;RIO GRANDE DO NORTE;SES;RIO GRANDE DO NORTE;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA;14/12/2020
SUL ;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;58.000;ENTREGA REALIZADA;18/12/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;22.500;ENTREGA REALIZADA;14/12/2020
SUL ;SANTA CATARINA;SES;SANTA CATARINA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;50.000;ENTREGA REALIZADA;17/12/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;60.000;ENTREGA REALIZADA;11/12/2020
NORTE;TOCANTINS;SES;TOCANTINS ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA;14/12/2020
NORTE;AMAPA;SMS;MACAPÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;500;ENTREGA REALIZADA;15/12/2020
NORTE;RORAIMA ;SMS;BOA VISTA ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;7.000;ENTREGA REALIZADA;16/12/2020
NORTE;AMAZONAS;SMS;Manaus;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;20.000;ENTREGA REALIZADA;30/12/2020
NORDESTE;BAHIA;SMS;Salvador;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.500;ENTREGA REALIZADA;15/12/2020
NORDESTE;CEARÁ;SMS;Fortaleza;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.500;ENTREGA REALIZADA;15/12/2020
NORDESTE;MARANHÃO;SMS;SÃO LUÍS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA;17/01/2021
CENTRO-OESTE;MATO GROSSO DO SUL ;SMS;Campo Grande;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;4.500;ENTREGA REALIZADA;23/12/2020
SUDESTE;RIO DE JANEIRO ;SMS;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;10.000;ENTREGA REALIZADA;30/12/2020
SUL ;SANTA CATARINA;SMS;Florianópolis;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.500;ENTREGA REALIZADA;21/12/2020
NORTE;ACRE ;SES;ACRE ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;7.500;ENTREGA REALIZADA;15/12/2020
NORDESTE;ALAGOAS;SES;ALAGOAS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5.000;ENTREGA REALIZADA;10/12/2020
NORTE;AMAPA;SES;AMAPÁ ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;2.000;ENTREGA REALIZADA;16/12/2020
NORTE;AMAZONAS;SES;AMAZONAS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;30.000;ENTREGA REALIZADA;05/01/2021
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;6.000;ENTREGA REALIZADA;14/12/2020
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;20.000;ENTREGA REALIZADA;21/12/2020
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;4.500;ENTREGA REALIZADA;11/12/2020
CENTRO-OESTE;GOIÁS;SES;GOIÁS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1.500;ENTREGA REALIZADA;16/12/2020
NORDESTE;MARANHÃO ;SES;MARANHÃO ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1.000;ENTREGA REALIZADA;17/12/2020
CENTRO-OESTE;MATO GROSSO ;SES;MATO GROSSO ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;20.000;ENTREGA REALIZADA;10/12/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;34.500;ENTREGA REALIZADA;15/12/2020
NORTE;PARÁ;SES;PARÁ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5.000;ENTREGA REALIZADA;14/12/2020
SUL ;PARANÁ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;35.000;ENTREGA REALIZADA;16/12/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;500;ENTREGA REALIZADA;15/12/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;500;ENTREGA REALIZADA;14/12/2020
SUL ;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;60.000;ENTREGA REALIZADA;18/12/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;22.000;ENTREGA REALIZADA;14/12/2020
SUL ;SANTA CATARINA;SES;SANTA CATARINA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;50.000;ENTREGA REALIZADA;17/12/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;30.000;ENTREGA REALIZADA;11/12/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;3.000;ENTREGA REALIZADA;14/12/2020
NORTE;AMAPA;SMS;MACAPÁ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;500;ENTREGA REALIZADA;15/12/2020
NORDESTE;ALAGOAS;SMS;MACEIÓ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;2.000;ENTREGA REALIZADA;14/12/2020
NORTE;AMAZONAS;SMS;Manaus;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;20.000;ENTREGA REALIZADA;30/12/2020
NORDESTE;BAHIA;SMS;Salvador;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;2.500;ENTREGA REALIZADA;15/12/2020
CENTRO-OESTE;MATO GROSSO DO SUL ;SMS;Campo Grande;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;4.500;ENTREGA REALIZADA;23/12/2020
SUDESTE;MINAS GERAIS ;SMS;Belo Horizonte;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;7.500;ENTREGA REALIZADA;23/12/2020
SUDESTE;RIO DE JANEIRO ;SMS;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;12.500;ENTREGA REALIZADA;30/12/2020
SUL ;SANTA CATARINA;SMS;Florianópolis;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1.000;ENTREGA REALIZADA;21/12/2020
NORDESTE;SERGIPE ;SMS;ARACAJÚ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;10.000;ENTREGA REALIZADA;23/12/2020
NORTE;TOCANTINS;SMS;Palmas;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;500;ENTREGA REALIZADA;14/12/2020
SUDESTE;MINAS GERAIS ;SMS;Virginia ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;29/12/2020
SUDESTE;MINAS GERAIS ;SMS;Fervedouro;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;30/12/2020
SUDESTE;MINAS GERAIS ;SMS;Santa Luzia;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;29/12/2020
SUDESTE;MINAS GERAIS ;SMS;Nova Lima ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;29/12/2020
SUDESTE;MINAS GERAIS ;SMS;Belo Horizonte;HIDROXICLOROQUINA 200MG ;COVID-19;6.000;ENTREGA REALIZADA ;29/12/2020
NORTE ;ACRE;SES;ACRE;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-16.500;REMANEJAMENTO PARA MALÁRIA;28/10/2020
NORDESTE;ALAGOAS;SES;ALAGOAS ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-28.000;REMANEJAMENTO PARA MALÁRIA;28/10/2020
NORTE ;AMAPA;SES;AMAPA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-22.500;REMANEJAMENTO PARA MALÁRIA;28/10/2020
NORDESTE;CEARÁ;SES;CEARÁ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-8.000;REMANEJAMENTO PARA MALÁRIA;28/10/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-3.020;REMANEJAMENTO PARA MALÁRIA;28/10/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-12.000;REMANEJAMENTO PARA MALÁRIA;28/10/2020
SUDESTE;RIO DE JANEIRO ;SES;RIO DE JANEIRO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-39.000;REMANEJAMENTO PARA MALÁRIA;28/10/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-10.000;REMANEJAMENTO PARA MALÁRIA;28/10/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-2.820;REMANEJAMENTO PARA MALÁRIA;28/10/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-138.000;REMANEJAMENTO PARA MALÁRIA;28/10/2020
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-21.000;REMANEJAMENTO PARA MALÁRIA;29/12/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-5.000;REMANEJAMENTO PARA MALÁRIA;29/12/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-49.000;REMANEJAMENTO PARA MALÁRIA;29/12/2020
SUL ;SANTA CATARINA ;SES;SANTA CATARINA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-15.000;REMANEJAMENTO PARA MALÁRIA;29/12/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-130.850;REMANEJAMENTO PARA MALÁRIA;29/12/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-300.000;REMANEJAMENTO ;04/09/2020
NORDESTE;BAHIA ;SMS;Feira de Santana ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;56.500;ENTREGA REALIZADA ;24/08/2020
SUDESTE;SÃO PAULO ;SMS;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;53.000;ENTREGA REALIZADA;05/01/2021
SUDESTE;SÃO PAULO ;SMS;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;12.000;ENTREGA REALIZADA;05/01/2021
SUDESTE;SÃO PAULO ;SMS;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;300.000;ENTREGA REALIZADA;05/01/2021
NORTE;AMAZONAS;SMS;Manaus;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;250.000;ENTREGA REALIZADA;16/01/2021
NORTE;AMAZONAS;SAÚDE INDÍGENA;DSEI MANAUS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;9.000;ENTREGA REALIZADA;18/01/2021
NORTE;AMAZONAS;SAÚDE INDÍGENA;DSEI MANAUS;FOSFATO DE OSELTAMIVIR 75MG ;INFLUENZA;15.500;ENTREGA REALIZADA;18/01/2021
NORTE;AMAZONAS;SAÚDE INDÍGENA;DSEI MINAS GERAIS / ESPIRITO SANTO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;9.000;ENTREGA REALIZADA;01/02/2021
NORTE;AMAZONAS;SAÚDE INDÍGENA;DSEI MINAS GERAIS / ESPIRITO SANTO ;FOSFATO DE OSELTAMIVIR 75MG ;INFLUENZA;15.500;ENTREGA REALIZADA;01/02/2021
NORTE ;AMAZONAS ;SES;AMAZONAS ;HIDROXICLOROQUINA 200MG ;COVID-19;120.000;ENTREGA REALIZADA ;15/01/2021
NORTE ;AMAZONAS ;SMS;MANAUS ;HIDROXICLOROQUINA 200MG ;COVID-19;10.000;ENTREGA REALIZADA ;15/01/2021
SUDESTE;MINAS GERAIS ;SMS;Divinolandia de Minas ;HIDROXICLOROQUINA 200MG ;COVID-19;3.000;ENTREGA REALIZADA ;09/01/2021
SUDESTE;MINAS GERAIS ;SMS;Fortuna de Minas ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;31/12/2021
SUDESTE;MINAS GERAIS ;SMS;Matena;HIDROXICLOROQUINA 200MG ;COVID-19;8.500;ENTREGA REALIZADA ;13/01/2021
SUL ;RIO GRANDE DO SUL ;SMS;Porto Alegre;HIDROXICLOROQUINA 200MG ;COVID-19;24.000;ENTREGA REALIZADA ;13/01/2021
